0,icao_code,1,name_eng,2,city_eng,3,country_rus
KTDW,KTDW,Tradewind,Tradewind,Amarillo,Amarillo,США,США
VTBO,VTBO,Trat,Trat,Trat,Trat,Таиланд,Таиланд
KTDZ,KTDZ,Toledo,Toledo,Toledo,Toledo,США,США
MHTE,MHTE,Tela,Tela,Tela,Tela,Гондурас,Гондурас
KTEB,KTEB,Teterboro,Teterboro,Teterboro,Teterboro,США,США
SBTL,SBTL,Telemaco Borba,Telemaco Borba,Telemaco Borba,Telemaco Borba,Бразилия,Бразилия
EKTS,EKTS,Thisted,Thisted,Thisted,Thisted,Дания,Дания
DABS,DABS,Tbessa,Tbessa,Tbessa,Tbessa,Алжир,Алжир
YTEF,YTEF,Telfer,Telfer,Telfer,Telfer,Австралия,Австралия
DFET,DFET,Tenkodogo,Tenkodogo,Tenkodogo,Tenkodogo,Буркина-Фасо,Буркина-Фасо
OATW,OATW,Tetlin,Tetlin,Tetlin,Tetlin,США,США
VETJ,VETJ,Tezu,Tezu,Tezu,Tezu,Индия,Индия
,,Tatitlek,Tatitlek,Tatitlek,Tatitlek,США,США
WBKE,WBKE,Telupid,Telupid,Telupid,Telupid,Малайзия,Малайзия
YTEM,YTEM,Temora,Temora,Temora,Temora,Австралия,Австралия
ZUTR,ZUTR,Tongren,Tongren,Tongren,Tongren,Китай,Китай
,,Terapo,Terapo,Terapo,Terapo,Папуа - Новая Гвинея,Папуа - Новая Гвинея
,,Teptep,Teptep,Teptep,Teptep,Папуа - Новая Гвинея,Папуа - Новая Гвинея
LTBU,LTBU,Corlu,Corlu,Tekirdag,Tekirdag,Турция,Турция
LPLA,LPLA,Lajes Ab,Lajes Ab,Terceira Island,Terceira Island,Португалия,Португалия
HHTS,HHTS,Tessenei,Tessenei,Tessenei,Tessenei,Эритрея,Эритрея
FQTT,FQTT,Matundo,Matundo,Tete,Tete,Мозамбик,Мозамбик
NZMO,NZMO,Manapouri,Manapouri,Te Anau,Te Anau,Новая Зеландия,Новая Зеландия
KTEW,KTEW,Tohid,Tohid,Tohid,Tohid,Мадагаскар,Мадагаскар
KTEX,KTEX,Telluride,Telluride,Telluride,Telluride,США,США
BITE,BITE,Thingeyri,Thingeyri,Thingeyri,Thingeyri,Исландия,Исландия
VETZ,VETZ,Salonibari,Salonibari,Tezpur,Tezpur,Индия,Индия
RCTP,RCTP,Tifalmin,Tifalmin,Tifalmin,Tifalmin,Папуа - Новая Гвинея,Папуа - Новая Гвинея
MRPV,MRPV,Taormina Harbour,Taormina Harbour,Taormina,Taormina,Италия,Италия
SBTF,SBTF,Tefe,Tefe,Tefe,Tefe,Бразилия,Бразилия
,,Tufi,Tufi,Tufi,Tufi,Папуа - Новая Гвинея,Папуа - Новая Гвинея
SNTO,SNTO,Teofilo Otoni,Teofilo Otoni,Teofilo Otoni,Teofilo Otoni,Бразилия,Бразилия
,,Telefomin,Telefomin,Telefomin,Telefomin,Папуа - Новая Гвинея,Папуа - Новая Гвинея
GCXO,GCXO,Tenerife Norte (Los Rodeos),Tenerife Norte (Los Rodeos),Tenerife,Tenerife,Испания,Испания
LFDT,LFDT,Ramadan,Ramadan,Ramadan,Ramadan,Египет,Египет
GCTS,GCTS,Sur Reina Sofia,Sur Reina Sofia,Tenerife,Tenerife,Испания,Испания
OPTT,OPTT,Taftan,Taftan,Taftan,Taftan,Швеция,Швеция
,,Tarfaya,Tarfaya,Tarfaya,Tarfaya,Марокко,Марокко
,,Tagbita,Tagbita,Tagbita,Tagbita,Филиппины,Филиппины
LYPG,LYPG,Golubovci,Golubovci,Podgorica,Podgorica,Черногория,Черногория
,,Sharpe Field,Sharpe Field,Tuskegee,Tuskegee,США,США
,,Tignes,Tignes,Tignes,Tignes,Франция,Франция
WMKN,WMKN,Sultan Mahmood,Sultan Mahmood,Kuala Terengganu,Kuala Terengganu,Малайзия,Малайзия
NVST,NVST,Tongoa,Tongoa,Tongoa,Tongoa,Вануату,Вануату
SPGM,SPGM,Tingo Maria,Tingo Maria,Tingo Maria,Tingo Maria,Перу,Перу
NWWA,NWWA,Tiga,Tiga,Tiga,Tiga,Черногория,Черногория
,,Tagula,Tagula,Tagula,Tagula,Папуа - Новая Гвинея,Папуа - Новая Гвинея
LRTM,LRTM,Transilvania,Transilvania,Tirgu Mures,Tirgu Mures,Румыния,Румыния
YLTV,YLTV,La Trobe  Regional,La Trobe  Regional,Traralgon,Traralgon,Австралия,Австралия
ZBTL,ZBTL,Tongliao,Tongliao,Tongliao,Tongliao,Китай,Китай
RJAA,RJAA,Tangara da Serra,Tangara da Serra,Tangara da Serra,Tangara da Serra,Бразилия,Бразилия
DAUK,DAUK,Touggourt,Touggourt,Touggourt,Touggourt,Алжир,Алжир
,,Chokwe,Chokwe,Chokwe,Chokwe,Мозамбик,Мозамбик
HTTG,HTTG,Tanga,Tanga,Tanga,Tanga,Танзания,Танзания
MHTG,MHTG,Toncontin,Toncontin,Tegucigalpa,Tegucigalpa,Гондурас,Гондурас
,,Targovishte,Targovishte,Targovishte,Targovishte,Буркина-Фасо,Буркина-Фасо
MMTG,MMTG,Tingrela,Tingrela,Tingrela,Tingrela,Кот-д-Ивуар,Кот-д-Ивуар
MMTG,MMTG,Llano San Juan,Llano San Juan,Tuxtla Gutierrez,Tuxtla Gutierrez,Мексика,Мексика
KTHA,KTHA,Tullahoma/William Northern Field,Tullahoma/William Northern Field,Tullahoma, TN,Tullahoma, TN,США,США
FXTA,FXTA,Thaba-Tseka,Thaba-Tseka,Thaba-Tseka,Thaba-Tseka,Лесото,Лесото
GLTN,GLTN,Tchien,Tchien,Tchien,Tchien,Либерия,Либерия
SBTE,SBTE,Senador Petrфnio Portella,Senador Petrфnio Portella,Teresina,Teresina,Бразилия,Бразилия
EDDI,EDDI,Tempelhof,Tempelhof,Berlin,Berlin,Германия,Германия
YTNG,YTNG,Thangool,Thangool,Thangool,Thangool,Австралия,Австралия
NZTS,NZTS,Taharoa,Taharoa,Taharoa,Taharoa,Новая Зеландия,Новая Зеландия
GQNC,GQNC,Tichitt,Tichitt,Tichitt,Tichitt,Мавритания,Мавритания
VLTK,VLTK,Thakhek,Thakhek,Thakhek,Thakhek,Таиланд,Таиланд
VYTL,VYTL,Tachilek,Tachilek,Tachilek,Tachilek,Мьянма,Мьянма
KTHM,KTHM,Thompsonfield,Thompsonfield,Thompsonfield,Thompsonfield,США,США
ESGT,ESGT,Trollhattan,Trollhattan,Trollhattan,Trollhattan,Швеция,Швеция
BITN,BITN,Thorshofn,Thorshofn,Thorshofn,Thorshofn,Исландия,Исландия
KTHP,KTHP,Hot Springs,Hot Springs,Thermopolis,Thermopolis,США,США
OIII,OIII,Mehrabad/ghaleh Morghi,Mehrabad/ghaleh Morghi,Tehran,Tehran,Иран,Иран
VTPO,VTPO,Sukhothai,Sukhothai,Sukhothai (sawankolok),Sukhothai (sawankolok),Таиланд,Таиланд
GQNT,GQNT,Tamchakett,Tamchakett,Tamchakett,Tamchakett,Мавритания,Мавритания
BGTL,BGTL,Pituffik,Pituffik,Pituffik,Pituffik,Дания,Дания
KTHV,KTHV,York Airport,York Airport,York,York,США,США
FATH,FATH,Thohoyandou,Thohoyandou,Thohoyandou,Thohoyandou,Египет,Египет
DRRT,DRRT,Tahoua,Tahoua,Tahoua,Tahoua,Нигер,Нигер
LATI,LATI,Rinas Mother Teresa,Rinas Mother Teresa,Tirana,Tirana,Албания,Албания
SKTB,SKTB,Tibu,Tibu,Tibu,Tibu,Колумбия,Колумбия
,,Tinak Island,Tinak Island,Tinak Island,Tinak Island,Маршалловы острова,Маршалловы острова
DAOB,DAOB,Bouchekif Abde Al-hafidh Boussof,Bouchekif Abde Al-hafidh Boussof,Tiaret,Tiaret,Сенегал,Сенегал
HATP,HATP,Tippi,Tippi,Tippi,Tippi,Эфиопия,Эфиопия
OETF,OETF,Taif,Taif,Taif,Taif,Саудовская Аравия,Саудовская Аравия
,,Tingwon,Tingwon,Tingwon,Tingwon,Папуа - Новая Гвинея,Папуа - Новая Гвинея
NTGC,NTGC,Tikehau Atoll,Tikehau Atoll,Tikehau Atoll,Tikehau Atoll,Франция,Франция
OATN,OATN,Tirinkot,Tirinkot,Tirinkot,Tirinkot,Афганистан,Афганистан
MMTJ,MMTJ,General A. L. Rodriguez Intl,General A. L. Rodriguez Intl,Tijuana,Tijuana,Мексика,Мексика
KTIK,KTIK,Tinker AFB,Tinker AFB,Oklahoma City,Oklahoma City,США,США
,,Inverlake,Inverlake,Inverlake,Inverlake,Канада,Канада
WABP,WABP,Timika,Timika,Tembagapura,Tembagapura,Индонезия,Индонезия
DAOF,DAOF,Tindouf,Tindouf,Tindouf,Tindouf,Алжир,Алжир
VYHN,VYHN,Tilin,Tilin,Tilin,Tilin,Мьянма,Мьянма
HLLT,HLLT,International,International,Tripoli,Tripoli,Ливия,Ливия
PGWT,PGWT,Tinian,Tinian,Tinian,Tinian,США,США
VOTP,VOTP,Tirupati,Tirupati,Tirupati,Tirupati,Индия,Индия
YHID,YHID,Thursday Island,Thursday Island,Thursday Island,Thursday Island,Австралия,Австралия
NZTU,NZTU,Timaru,Timaru,Timaru,Timaru,Новая Зеландия,Новая Зеландия
LYTV,LYTV,Tivat,Tivat,Tivat,Tivat,Черногория,Черногория
KTIW,KTIW,Industrial,Industrial,Tacoma,Tacoma,США,США
KTIX,KTIX,Space Center Exect.,Space Center Exect.,Titusville,Titusville,США,США
GQND,GQND,Tidjikja,Tidjikja,Tidjikja,Tidjikja,Мавритания,Мавритания
AYTA,AYTA,Tari,Tari,Tari,Tari,Папуа - Новая Гвинея,Папуа - Новая Гвинея
SLTJ,SLTJ,Tarija,Tarija,Tarija,Tarija,Боливия,Боливия
WIBT,WIBT,Tanjung Balai,Tanjung Balai,Tanjung Balai,Tanjung Balai,Индонезия,Индонезия
KLBX,KLBX,Ticantiki,Ticantiki,Ticantiki,Ticantiki,Панама,Панама
WAON,WAON,Tanjung Warukin,Tanjung Warukin,Tanjung Warukin,Tanjung Warukin,Индонезия,Индонезия
RJBT,RJBT,Tajima,Tajima,Toyooka,Toyooka,Япония,Япония
MHTJ,MHTJ,Capiro,Capiro,Trujillo,Trujillo,Гондурас,Гондурас
LTAW,LTAW,Tokat,Tokat,Tokat,Tokat,Турция,Турция
USTR,USTR,Roschino,Roschino,Tyumen,Tyumen,Россия,Россия
KSEA,KSEA,Takume,Takume,Takume,Takume,Франция,Франция
WIOD,WIOD,Bulutumbang,Bulutumbang,Tanjung Pandan,Tanjung Pandan,Индонезия,Индонезия
WALG,WALG,Tanjung Selor,Tanjung Selor,Tanjung Selor,Tanjung Selor,Индонезия,Индонезия
VOTJ,VOTJ,Thanjavur,Thanjavur,Thanjavur,Thanjavur,Индия,Индия
PATK,PATK,Talkeetna,Talkeetna,Talkeetna,Talkeetna,США,США
,,Tekadu,Tekadu,Tekadu,Tekadu,Папуа - Новая Гвинея,Папуа - Новая Гвинея
FKKC,FKKC,Tiko,Tiko,Tiko,Tiko,Камерун,Камерун
DGTK,DGTK,Takoradi,Takoradi,Takoradi,Takoradi,Гана,Гана
KTKE,KTKE,Tenakee SPB,Tenakee SPB,Tenakee Springs,Tenakee Springs,США,США
KTRK,KTRK,Truckee-Tahoe,Truckee-Tahoe,Truckee, CA,Truckee, CA,США,США
WICT,WICT,Branti,Branti,Bandar Lampung,Bandar Lampung,Индонезия,Индонезия
VTPI,VTPI,Nakhon Sawan,Nakhon Sawan,Takhli,Takhli,Таиланд,Таиланд
KTKI,KTKI,Tokeen,Tokeen,Tokeen,Tokeen,США,США
PATJ,PATJ,Tok,Tok,Tok,Tok,США,США
PTKK,PTKK,Truk,Truk,Truk,Truk,Федеративные Штаты Микронезии,Федеративные Штаты Микронезии
KTKL,KTKL,Taku SPB,Taku SPB,Taku Lodge,Taku Lodge,США,США
MGTK,MGTK,El Peten,El Peten,Tikal,Tikal,Гватемала,Гватемала
RJKN,RJKN,Tokunoshima,Tokunoshima,Tokunoshima,Tokunoshima,Япония,Япония
FXTK,FXTK,Tlokoeng,Tlokoeng,Tlokoeng,Tlokoeng,Лесото,Лесото
NTGT,NTGT,Takapoto,Takapoto,Takapoto,Takapoto,Франция,Франция
HTKA,HTKA,Kigoma,Kigoma,Kigoma,Kigoma,Танзания,Танзания
VGSG,VGSG,Thakurgaon,Thakurgaon,Thakurgaon,Thakurgaon,Бангладеш,Бангладеш
RJOS,RJOS,Tokushima,Tokushima,Tokushima,Tokushima,Япония,Япония
VTPT,VTPT,Tak,Tak,Tak,Tak,Таиланд,Таиланд
EFTU,EFTU,Turku,Turku,Turku,Turku,Финляндия,Финляндия
NTGO,NTGO,Tatakoto,Tatakoto,Tatakoto,Tatakoto,Франция,Франция
,,Tekin,Tekin,Tekin,Tekin,Папуа - Новая Гвинея,Папуа - Новая Гвинея
NTKR,NTKR,Takaroa,Takaroa,Takaroa,Takaroa,Франция,Франция
YTKY,YTKY,Turkey Creek,Turkey Creek,Turkey Creek,Turkey Creek,Австралия,Австралия
NZTO,NZTO,Tokoroa,Tokoroa,Tokoroa,Tokoroa,Новая Зеландия,Новая Зеландия
PATE,PATE,Teller,Teller,Teller,Teller,США,США
OPTA,OPTA,Tarbela,Tarbela,Tarbela,Tarbela,Пакистан,Пакистан
MMTO,MMTO,Licenciado Adolfo Lopez Mateos International,Licenciado Adolfo Lopez Mateos International,Toluca,Toluca,Мексика,Мексика
FBTL,FBTL,Limpopo Valley,Limpopo Valley,Tuli Block,Tuli Block,Ботсвана,Ботсвана
FMST,FMST,Tulear,Tulear,Tulear,Tulear,Мадагаскар,Мадагаскар
,,Telida,Telida,Telida,Telida,США,США
,,Tulagi Island,Tulagi Island,Tulagi Island,Tulagi Island,Соломоновы острова,Соломоновы острова
KTLH,KTLH,Tallahassee Regional Airport,Tallahassee Regional Airport,Tallahassee,Tallahassee,США,США
WAMI,WAMI,Tolitoli,Tolitoli,Tolitoli,Tolitoli,Индонезия,Индонезия
PATL,PATL,Tatalina AFS,Tatalina AFS,Tatalina,Tatalina,США,США
,,Talknafjordur,Talknafjordur,Talknafjordur,Talknafjordur,Исландия,Исландия
EETN,EETN,Ulemiste,Ulemiste,Tallinn,Tallinn,Эстония,Эстония
DAON,DAON,Zenata,Zenata,Tlemcen,Tlemcen,Алжир,Алжир
LFTH,LFTH,Le Palyvestre,Le Palyvestre,Hyeres,Hyeres,Франция,Франция
,,Tol,Tol,Tol,Tol,Аргентина,Аргентина
,,Tumolbil,Tumolbil,Tumolbil,Tumolbil,Папуа - Новая Гвинея,Папуа - Новая Гвинея
KTLR,KTLR,Mefford Field,Mefford Field,Tulare, CA,Tulare, CA,США,США
LFBO,LFBO,Blagnac,Blagnac,Toulouse,Toulouse,Франция,Франция
KTLT,KTLT,Tuluksak,Tuluksak,Tuluksak,Tuluksak,США,США
SKTL,SKTL,Tolu,Tolu,Tolu,Tolu,Колумбия,Колумбия
LLBG,LLBG,Ben Gurion Intl,Ben Gurion Intl,Tel Aviv Yafo,Tel Aviv Yafo,Израиль,Израиль
,,Talasea,Talasea,Talasea,Talasea,Марокко,Марокко
SCTL,SCTL,Talca,Talca,Talca,Talca,Эфиопия,Эфиопия
SWKT,SWKT,Catalao,Catalao,Catalao,Catalao,Бразилия,Бразилия
KTMA,KTMA,Henry Tift Myers,Henry Tift Myers,Tifton, GA,Tifton, GA,США,США
KTMB,KTMB,Tamiami,Tamiami,Miami,Miami,США,США
WADT,WADT,Tjilik Riwut,Tjilik Riwut,Tambolaka,Tambolaka,Индонезия,Индонезия
GQNH,GQNH,Timbedra,Timbedra,Timbedra,Timbedra,Мавритания,Мавритания
SKTM,SKTM,Tame,Tame,Tame,Tame,Колумбия,Колумбия
WBKM,WBKM,Tomanggong,Tomanggong,Tomanggong,Tomanggong,Малайзия,Малайзия
WAKT,WAKT,Tanahmerah,Tanahmerah,Tanahmerah,Tanahmerah,Китай,Китай
VNTR,VNTR,Tumling Tar,Tumling Tar,Tumling Tar,Tumling Tar,Непал,Непал
UTST,UTST,Termez,Termez,Termez,Termez,Узбекистан,Узбекистан
,,Tamky,Tamky,Tamky,Tamky,Вьетнам,Вьетнам
DGLE,DGLE,Tamale,Tamale,Tamale,Tamale,Гана,Гана
FMMT,FMMT,Tamatave,Tamatave,Tamatave,Tamatave,Мадагаскар,Мадагаскар
NGTM,NGTM,Tamana Island,Tamana Island,Tamana Island,Tamana Island,Кирибати,Кирибати
SVTM,SVTM,Tumeremo,Tumeremo,Tumeremo,Tumeremo,Венесуэла,Венесуэла
EFTP,EFTP,Tampere-pirkkala,Tampere-pirkkala,Tampere,Tampere,Финляндия,Финляндия
DFEM,DFEM,Tambao,Tambao,Tambao,Tambao,Буркина-Фасо,Буркина-Фасо
DAAT,DAAT,Aguemar,Aguemar,Tamanrasset,Tamanrasset,Алжир,Алжир
FPST,FPST,Sao Tome Is,Sao Tome Is,Sao Tome Is,Sao Tome Is,Сан-Томе и Принсипи,Сан-Томе и Принсипи
SBTB,SBTB,Trombetas,Trombetas,Trombetas,Trombetas,Бразилия,Бразилия
MRTR,MRTR,Tambor,Tambor,Tambor,Tambor,Коста-Рика,Коста-Рика
YSTW,YSTW,Tamworth Regional Airport,Tamworth Regional Airport,Tamworth,Tamworth,Австралия,Австралия
DAUT,DAUT,Timimoun,Timimoun,Timimoun,Timimoun,Алжир,Алжир
,,Tiom,Tiom,Tiom,Tiom,Индонезия,Индонезия
NZTH,NZTH,Thames,Thames,Thames,Thames,Новая Зеландия,Новая Зеландия
ZSJN,ZSJN,Jinan,Jinan,Jinan,Jinan,Китай,Китай
WRLH,WRLH,Tanah Grogot,Tanah Grogot,Tanah Grogot,Tanah Grogot,Индонезия,Индонезия
PATC,PATC,Tin City Afs,Tin City Afs,Tin City, AK,Tin City, AK,США,США
MUTD,MUTD,Trinidad,Trinidad,Trinidad,Trinidad,Куба,Куба
RJFG,RJFG,Tanegashima,Tanegashima,Tanegashima,Tanegashima,Япония,Япония
LFPN,LFPN,Toussus-le-noble,Toussus-le-noble,Toussus-Le-Noble,Toussus-Le-Noble,Франция,Франция
GMTT,GMTT,Boukhalef,Boukhalef,Tangier,Tangier,Марокко,Марокко
ZYTN,ZYTN,Tonghua Liuhe,Tonghua Liuhe,Tonghua,Tonghua,Китай,Китай
VIST,VIST,Satna,Satna,Satna,Satna,Индия,Индия
WIDN,WIDN,Kidjang,Kidjang,Tanjung Pinang,Tanjung Pinang,Индонезия,Индонезия
,,Tununak,Tununak,Tununak,Tununak,США,США
UKLT,UKLT,Ternopol,Ternopol,Ternopol,Ternopol,Украина,Украина
KTRI,KTRI,Teniente R. Marsh Martin,Teniente R. Marsh Martin,Teniente R. Marsh Martin,Teniente R. Marsh Martin,Антарктида,Антарктида
RCNN,RCNN,Tainan,Tainan,Tainan,Tainan,Тайвань,Тайвань
MRTM,MRTM,Tamarindo,Tamarindo,Tamarindo,Tamarindo,Коста-Рика,Коста-Рика
KTNP,KTNP,Twentynine Palms,Twentynine Palms,Twentynine Palms,Twentynine Palms,США,США
,,Teraina,Teraina,Teraina,Teraina,Кирибати,Кирибати
FMMI,FMMI,Antananarivo,Antananarivo,Antananarivo,Antananarivo,Мадагаскар,Мадагаскар
,,Tungsten,Tungsten,Tungsten,Tungsten,Канада,Канада
KTNT,KTNT,Dade Collier,Dade Collier,Miami,Miami,США,США
KTNU,KTNU,Municipal,Municipal,Newton,Newton,США,США
PLFA,PLFA,Tabuaeran,Tabuaeran,Tabuaeran,Tabuaeran,Кирибати,Кирибати
VDST,VDST,Stung Treng,Stung Treng,Stung Treng,Stung Treng,Камбоджа,Камбоджа
DTTA,DTTA,Tosontsengel,Tosontsengel,Tosontsengel,Tosontsengel,Монголия,Монголия
KTOA,KTOA,Torrance Airport,Torrance Airport,Torrance,Torrance,США,США
HLGN,HLGN,Tobruk,Tobruk,Tobruk,Tobruk,Ливия,Ливия
KTOC,KTOC,Toccoa,Toccoa,Toccoa,Toccoa,Италия,Италия
WMBT,WMBT,Tioman,Tioman,Tioman,Tioman,Малайзия,Малайзия
DTTZ,DTTZ,Tozeur,Tozeur,Tozeur,Tozeur,Тунис,Тунис
UNTT,UNTT,Bogashevo,Bogashevo,Tomsk,Tomsk,Россия,Россия
PATG,PATG,Togiak Village,Togiak Village,Togiak Village,Togiak Village,США,США
NVSD,NVSD,Torres Airstrip,Torres Airstrip,Torres,Torres,Венесуэла,Венесуэла
KTOI,KTOI,Municipal,Municipal,Troy,Troy,Казахстан,Казахстан
LETO,LETO,Torrejon Afb,Torrejon Afb,Madrid,Madrid,Испания,Испания
,,Torokina,Torokina,Torokina,Torokina,Папуа - Новая Гвинея,Папуа - Новая Гвинея
KTOL,KTOL,Toledo Express,Toledo Express,Toledo, OH,Toledo, OH,США,США
GATB,GATB,Tombouctou,Tombouctou,Tombouctou,Tombouctou,Мали,Мали
,,Tonu,Tonu,Tonu,Tonu,Турция,Турция
MRSV,MRSV,San Vito,San Vito,San Vito,San Vito,Италия,Италия
KTOP,KTOP,Philip Billard,Philip Billard,Topeka,Topeka,США,США
SCBE,SCBE,Barriles,Barriles,Tocopilla,Tocopilla,Чили,Чили
KTOR,KTOR,Municipal,Municipal,Torrington,Torrington,США,США
ENTC,ENTC,Tromso/langnes,Tromso/langnes,Tromso,Tromso,Норвегия,Норвегия
SMCO,SMCO,Coronie,Coronie,Totness,Totness,Суринам,Суринам
NWWU,NWWU,Touho,Touho,Touho,Touho,Франция,Франция
,,West End SPB,West End SPB,Tortola,Tortola,Великобритания,Великобритания
SBTD,SBTD,Toledo,Toledo,Toledo,Toledo,Перу,Перу
USTO,USTO,Tobolsk,Tobolsk,Tobolsk,Tobolsk,Россия,Россия
RJNT,RJNT,Toyama,Toyama,Toyama,Toyama,Япония,Япония
DITM,DITM,Touba,Touba,Touba,Touba,Кот-д-Ивуар,Кот-д-Ивуар
KTPA,KTPA,Tampa International,Tampa International,Tampa,Tampa,США,США
SETR,SETR,Tarapoa,Tarapoa,Tarapoa,Tarapoa,Эквадор,Эквадор
RCTP,RCTP,Taiwan Taoyuan International (Chiang Kai Shek International),Taiwan Taoyuan International (Chiang Kai Shek International),Taipei,Taipei,Тайвань,Тайвань
WMBI,WMBI,Taiping,Taiping,Taiping,Taiping,Малайзия,Малайзия
KTPH,KTPH,Tonopah Arpt,Tonopah Arpt,Tonopah,Tonopah,США,США
,,Tapini,Tapini,Tapini,Tapini,Папуа - Новая Гвинея,Папуа - Новая Гвинея
VNTJ,VNTJ,Taplejung Suketar,Taplejung Suketar,Taplejung,Taplejung,Непал,Непал
WITA,WITA,Tapaktuan,Tapaktuan,Tapaktuan,Tapaktuan,Индонезия,Индонезия
KTPL,KTPL,Draughon-miller Central Texas Regional,Draughon-miller Central Texas Regional,Temple, TX,Temple, TX,США,США
SETI,SETI,Tiputini,Tiputini,Tiputini,Tiputini,Эквадор,Эквадор
PALJ,PALJ,Tanalian Point,Tanalian Point,Tanalian Point,Tanalian Point,США,США
SPST,SPST,Tarapoto,Tarapoto,Tarapoto,Tarapoto,Перу,Перу
MMEP,MMEP,Tepic,Tepic,Tepic,Tepic,Мексика,Мексика
,,Tom Price,Tom Price,Tom Price,Tom Price,Австралия,Австралия
LICT,LICT,Birgi,Birgi,Trapani,Trapani,Италия,Италия
,,Tapeta,Tapeta,Tapeta,Tapeta,Либерия,Либерия
VNTP,VNTP,Tikapur,Tikapur,Tikapur,Tikapur,Непал,Непал
KFOE,KFOE,Tupai,Tupai,Tupai,Tupai,Франция,Франция
OATQ,OATQ,Taluqan,Taluqan,Taluqan,Taluqan,Афганистан,Афганистан
SBPV,SBPV,San Domino Island,San Domino Island,San Domino Island,San Domino Island,Италия,Италия
SKTQ,SKTQ,Tres Esquinas,Tres Esquinas,Tres Esquinas,Tres Esquinas,Колумбия,Колумбия
RORT,RORT,Tarama,Tarama,Taramajima,Taramajima,Япония,Япония
SKTU,SKTU,Gonzalo,Gonzalo,Turbo,Turbo,Колумбия,Колумбия
MMTC,MMTC,Francisco Sarabia,Francisco Sarabia,Torreon,Torreon,Мексика,Мексика
ENVA,ENVA,Vaernes,Vaernes,Trondheim,Trondheim,Норвегия,Норвегия
EGPU,EGPU,Tiree,Tiree,Tiree,Tiree,Великобритания,Великобритания
ENTO,ENTO,Sandefjord,Sandefjord,Torp,Torp,Норвегия,Норвегия
NZTG,NZTG,Tauranga City,Tauranga City,Tauranga,Tauranga,Новая Зеландия,Новая Зеландия
KTRH,KTRH,Trona,Trona,Trona,Trona,США,США
KTRI,KTRI,Tri-cities Regional,Tri-cities Regional,Blountville,Blountville,США,США
,,Tarakbits,Tarakbits,Tarakbits,Tarakbits,Папуа - Новая Гвинея,Папуа - Новая Гвинея
WALR,WALR,Juwata,Juwata,Tarakan,Tarakan,Индонезия,Индонезия
KTRL,KTRL,Terrell Field,Terrell Field,Terrell,Terrell,Австралия,Австралия
KTRM,KTRM,Thermal,Thermal,Thermal,Thermal,США,США
LIMF,LIMF,Sandro Pertini (caselle),Sandro Pertini (caselle),Turin,Turin,Италия,Италия
YTRE,YTRE,Taree,Taree,Taree,Taree,Австралия,Австралия
KTRP,KTRP,Coast Guard Heliport,Coast Guard Heliport,Tree Point,Tree Point,Греция,Греция
SBTK,SBTK,Tarauaca,Tarauaca,Tarauaca,Tarauaca,Бразилия,Бразилия
VCCT,VCCT,China Bay,China Bay,Trincomalee,Trincomalee,Шри-Ланка,Шри-Ланка
LIPQ,LIPQ,Ronchi Dei Legionari,Ronchi Dei Legionari,Trieste,Trieste,Италия,Италия
KTRI,KTRI,Tremonton,Tremonton,Tremonton,Tremonton,Бразилия,Бразилия
SPRU,SPRU,Trujillo,Trujillo,Trujillo,Trujillo,Перу,Перу
VOTV,VOTV,Thiruvananthapuram International,Thiruvananthapuram International,Trivandrum,Trivandrum,Индия,Индия
NGTA,NGTA,Bonriki,Bonriki,Tarawa,Tarawa,Кирибати,Кирибати
KTRX,KTRX,Memorial,Memorial,Trenton,Trenton,Канада,Канада
HUTO,HUTO,Tororo,Tororo,Tororo,Tororo,Кения,Кения
VOTR,VOTR,Civil,Civil,Tiruchirapally,Tiruchirapally,Индия,Индия
RCSS,RCSS,Sung Shan,Sung Shan,Taipei,Taipei,Тайвань,Тайвань
FYTM,FYTM,Tsumeb,Tsumeb,Tsumeb,Tsumeb,Намибия,Намибия
SETH,SETH,Taisha,Taisha,Taisha,Taisha,Эквадор,Эквадор
,,Tshipise,Tshipise,Tshipise,Tshipise,ДР Конго,ДР Конго
UACC,UACC,Astana,Astana,Astana,Astana,Казахстан,Казахстан
LIPH,LIPH,S. Angelo,S. Angelo,Treviso,Treviso,Италия,Италия
KTSG,KTSG,Intermediate,Intermediate,Tanacross,Tanacross,США,США
FZUK,FZUK,Tshikapa,Tshikapa,Tshikapa,Tshikapa,ДР Конго,ДР Конго
,,Tsili Tsili,Tsili Tsili,Tsili Tsili,Tsili Tsili,Папуа - Новая Гвинея,Папуа - Новая Гвинея
RJDT,RJDT,Tsushima,Tsushima,Tsushima,Tsushima,Япония,Япония
,,Taskul,Taskul,Taskul,Taskul,Папуа - Новая Гвинея,Папуа - Новая Гвинея
MMTN,MMTN,Tamuin,Tamuin,Tamuin,Tamuin,Мексика,Мексика
KSKX,KSKX,Taos,Taos,Taos,Taos,США,США
ZBTJ,ZBTJ,Tianjin Binhai International,Tianjin Binhai International,Tianjin,Tianjin,Китай,Китай
EGHT,EGHT,Tresco,Tresco,Isles Of Scilly,Isles Of Scilly,Великобритания,Великобритания
KTSP,KTSP,Kern County,Kern County,Tehachapi, CA,Tehachapi, CA,США,США
FXTA,FXTA,Torres,Torres,Torres,Torres,Венесуэла,Венесуэла
LRTR,LRTR,Timisoara (traian Vuia) International,Timisoara (traian Vuia) International,Timisoara,Timisoara,Румыния,Румыния
