0,icao_code,1,name_eng,2,city_eng,3,country_rus
,,East 34th St Heliport,East 34th St Heliport,New York,New York,США,США
VTST,VTST,Trang,Trang,Trang,Trang,Таиланд,Таиланд
NGTS,NGTS,Tabiteuea South,Tabiteuea South,Tabiteuea South,Tabiteuea South,Кирибати,Кирибати
YBTL,YBTL,Townsville International,Townsville International,Townsville,Townsville,Австралия,Австралия
,,Tsewi,Tsewi,Tsewi,Tsewi,Папуа - Новая Гвинея,Папуа - Новая Гвинея
WALT,WALT,Tanjung Santan,Tanjung Santan,Tanjung Santan,Tanjung Santan,Индонезия,Индонезия
WICM,WICM,Tasikmalaya,Tasikmalaya,Tasikmalaya,Tasikmalaya,Индонезия,Индонезия
ZMTG,ZMTG,Tsetserleg,Tsetserleg,Tsetserleg,Tsetserleg,Монголия,Монголия
GMAT,GMAT,Tan Tan,Tan Tan,Tan Tan,Tan Tan,Перу,Перу
LIET,LIET,Arbatax,Arbatax,Tortoli,Tortoli,Италия,Италия
SCTT,SCTT,Taltal,Taltal,Taltal,Taltal,Чили,Чили
KTTD,KTTD,Troutdale,Troutdale,Troutdale,Troutdale,США,США
WAMT,WAMT,Babullah,Babullah,Ternate,Ternate,Индонезия,Индонезия
SAST,SAST,Tartagal,Tartagal,Tartagal,Tartagal,Аргентина,Аргентина
OOTH,OOTH,Thumrait,Thumrait,Thumrait,Thumrait,Оман,Оман
NTTE,NTTE,Tetiaroa Is,Tetiaroa Is,Tetiaroa Is,Tetiaroa Is,Франция,Франция
RJOR,RJOR,Tottori,Tottori,Tottori,Tottori,Япония,Япония
NFUL,NFUL,Turtle Island,Turtle Island,Turtle Island,Turtle Island,Фиджи,Фиджи
,,Tablon De Tamara,Tablon De Tamara,Tablon De Tamara,Tablon De Tamara,Колумбия,Колумбия
KTTN,KTTN,Trenton Mercer Airport,Trenton Mercer Airport,Trenton, NJ,Trenton, NJ,США,США
KBTN,KBTN,Municipal,Municipal,Britton,Britton,США,США
MRBT,MRBT,Tortuquero,Tortuquero,Tortuquero,Tortuquero,Коста-Рика,Коста-Рика
WAWT,WAWT,Tana Toraja,Tana Toraja,Tana Toraja,Tana Toraja,Индонезия,Индонезия
FMNT,FMNT,Tsaratanana,Tsaratanana,Tsaratanana,Tsaratanana,Мадагаскар,Мадагаскар
RCFN,RCFN,Taitung,Taitung,Taitung,Taitung,Тайвань,Тайвань
GMTN,GMTN,Sania Ramel,Sania Ramel,Tetuan,Tetuan,Марокко,Марокко
SETU,SETU,Tulcan,Tulcan,Tulcan,Tulcan,Эквадор,Эквадор
NTAT,NTAT,Tubuai,Tubuai,Tubuai,Tubuai,Франция,Франция
SANT,SANT,Benj Matienzo,Benj Matienzo,Tucuman,Tucuman,Аргентина,Аргентина
GOTT,GOTT,Tambacounda,Tambacounda,Tambacounda,Tambacounda,Сенегал,Сенегал
,,Tupile,Tupile,Tupile,Tupile,Панама,Панама
LFOT,LFOT,St Symphorien,St Symphorien,Tours,Tours,Франция,Франция
RPUT,RPUT,Tuguegarao,Tuguegarao,Tuguegarao,Tuguegarao,Филиппины,Филиппины
,,Arnold AFS,Arnold AFS,Tullahoma,Tullahoma,США,США
OETR,OETR,Turaif,Turaif,Turaif,Turaif,Саудовская Аравия,Саудовская Аравия
,,Tum,Tum,Tum,Tum,Эфиопия,Эфиопия
OPTU,OPTU,Turbat,Turbat,Turbat,Turbat,Пакистан,Пакистан
KTUL,KTUL,Tulsa International,Tulsa International,Tulsa,Tulsa,США,США
YTMU,YTMU,Tumut,Tumut,Tumut,Tumut,Австралия,Австралия
DTTA,DTTA,Carthage,Carthage,Tunis,Tunis,Тунис,Тунис
NZAP,NZAP,Taupo,Taupo,Taupo,Taupo,Новая Зеландия,Новая Зеландия
KTUP,KTUP,Lemons Municipal,Lemons Municipal,Tupelo,Tupelo,США,США
DFOT,DFOT,Tougan,Tougan,Tougan,Tougan,Буркина-Фасо,Буркина-Фасо
SBTU,SBTU,Tucurui,Tucurui,Tucurui,Tucurui,Бразилия,Бразилия
KTUS,KTUS,Tucson International Airport,Tucson International Airport,Tucson, AZ,Tucson, AZ,США,США
,,Tauta,Tauta,Tauta,Tauta,Папуа - Новая Гвинея,Папуа - Новая Гвинея
OETB,OETB,Tabuk,Tabuk,Tabuk,Tabuk,Саудовская Аравия,Саудовская Аравия
SVTC,SVTC,Tucupita,Tucupita,Tucupita,Tucupita,Венесуэла,Венесуэла
,,Tubala,Tubala,Tubala,Tubala,Индонезия,Индонезия
,,Tumbler Ridge,Tumbler Ridge,Tumbler Ridge,Tumbler Ridge,Великобритания,Великобритания
MMTU,MMTU,Tulum,Tulum,Tulum,Tulum,Мексика,Мексика
,,Tucuma,Tucuma,Tucuma,Tucuma,Бразилия,Бразилия
FMMR,FMMR,Morafenobe,Morafenobe,Morafenobe,Morafenobe,Мадагаскар,Мадагаскар
KTVC,KTVC,Cherry Capital Airport,Cherry Capital Airport,Traverse City,Traverse City,США,США
KTVF,KTVF,Regional,Regional,Thief River Falls,Thief River Falls,США,США
KTVI,KTVI,Municipal,Municipal,Thomasville,Thomasville,США,США
KTVL,KTVL,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,South Lake Tahoe,США,США
NFNM,NFNM,Matei,Matei,Taveuni,Taveuni,Фиджи,Фиджи
VYDW,VYDW,Dawe,Dawe,Dawe,Dawe,Мьянма,Мьянма
,,Twin Hills,Twin Hills,Twin Hills,Twin Hills,США,США
YTWB,YTWB,Toowoomba,Toowoomba,Toowoomba,Toowoomba,Австралия,Австралия
,,Port Townsend,Port Townsend,Port Townsend,Port Townsend,США,США
,,Taylor,Taylor,Taylor,Taylor,США,США
KTWF,KTWF,Joslin Field - Magic Valley Regional,Joslin Field - Magic Valley Regional,Twin Falls, ID,Twin Falls, ID,США,США
,,Two Harbors,Two Harbors,Catalina Island,Catalina Island,США,США
,,Tewantin,Tewantin,Tewantin,Tewantin,Австралия,Австралия
,,Torwood,Torwood,Torwood,Torwood,Австралия,Австралия
KTWT,KTWT,Tawitawi,Tawitawi,Tawitawi,Tawitawi,Филиппины,Филиппины
WBKW,WBKW,Tawau,Tawau,Tawau,Tawau,Малайзия,Малайзия
,,Tawa,Tawa,Tawa,Tawa,Польша,Польша
EGNV,EGNV,Pukaki/Twizel,Pukaki/Twizel,Mount Cook,Mount Cook,Новая Зеландия,Новая Зеландия
NZTL,NZTL,Teixeira de Freitas,Teixeira de Freitas,Teixeira de Freitas,Teixeira de Freitas,Бразилия,Бразилия
RCLG,RCLG,Taichung,Taichung,Taichung,Taichung,Тайвань,Тайвань
KTXK,KTXK,Municipal,Municipal,Texarkana,Texarkana,США,США
EDDT,EDDT,Berlin-tegel / Otto Lilienthal,Berlin-tegel / Otto Lilienthal,Berlin,Berlin,Германия,Германия
WAST,WAST,Teminabuan,Teminabuan,Teminabuan,Teminabuan,Индонезия,Индонезия
ZSTX,ZSTX,Tunxi,Tunxi,Tunxi,Tunxi,Китай,Китай
,,Tanbar,Tanbar,Tanbar,Tanbar,Австралия,Австралия
DITB,DITB,Tabou,Tabou,Tabou,Tabou,Кот-д-Ивуар,Кот-д-Ивуар
UUBT,UUBT,Tula,Tula,Tula,Tula,Россия,Россия
YTIB,YTIB,Tibooburra,Tibooburra,Tibooburra,Tibooburra,Австралия,Австралия
UHBW,UHBW,Tynda,Tynda,Tynda,Tynda,Россия,Россия
KTYE,KTYE,Tyonek,Tyonek,Tyonek,Tyonek,США,США
ESST,ESST,Torsby Airport,Torsby Airport,Torsby,Torsby,Швеция,Швеция
YTHY,YTHY,Thylungra,Thylungra,Thylungra,Thylungra,Австралия,Австралия
SPYL,SPYL,Talara,Talara,Talara,Talara,Перу,Перу
MYES,MYES,Staniel Cay,Staniel Cay,Staniel Cay,Staniel Cay,Багамские острова,Багамские острова
ZBYN,ZBYN,Taiyuan,Taiyuan,Taiyuan,Taiyuan,Китай,Китай
YTMY,YTMY,Tobermorey,Tobermorey,Tobermorey,Tobermorey,Австралия,Австралия
KTYR,KTYR,Tyler Pounds Regional Airport,Tyler Pounds Regional Airport,Tyler,Tyler,США,США
KTYS,KTYS,Mc Ghee Tyson,Mc Ghee Tyson,Knoxville,Knoxville,США,США
SUTR,SUTR,Treinta-y-Tres,Treinta-y-Tres,Treinta-y-Tres,Treinta-y-Tres,Франция,Франция
KTYL,KTYL,Taylor,Taylor,Taylor,Taylor,США,США
,,Municipal,Municipal,Belize City,Belize City,Белиз,Белиз
LQTZ,LQTZ,Tuzla International,Tuzla International,Tuzla,Tuzla,Босния и Герцеговина,Босния и Герцеговина
,,Tizimin,Tizimin,Tizimin,Tizimin,Мексика,Мексика
,,South Andros,South Andros,South Andros,South Andros,Багамские острова,Багамские острова
LTCG,LTCG,Trabzon,Trabzon,Trabzon,Trabzon,Турция,Турция
LTAG,LTAG,Adana-Incirlik Airbase,Adana-Incirlik Airbase,Adana,Adana,Турция,Турция
,,San Luis Rio Colorado,San Luis Rio Colorado,San Luis Rio Colorado,San Luis Rio Colorado,Мексика,Мексика
,,Mount Aue,Mount Aue,Mount Aue,Mount Aue,Папуа - Новая Гвинея,Папуа - Новая Гвинея
NTMU,NTMU,Ua Huka,Ua Huka,Ua Huka,Ua Huka,Франция,Франция
WPDB,WPDB,Suai,Suai,Suai,Suai,Индонезия,Индонезия
BGBW,BGBW,Narsarsuaq,Narsarsuaq,Narsarsuaq,Narsarsuaq,Дания,Дания
FNUA,FNUA,Luau,Luau,Luau,Luau,Ангола,Ангола
PGUA,PGUA,Andersen AFB,Andersen AFB,Andersen, Mariana Island,Andersen, Mariana Island,США,США
NTMP,NTMP,Ua Pou,Ua Pou,Ua Pou,Ua Pou,Франция,Франция
SANU,SANU,San Juan,San Juan,San Juan,San Juan,Аргентина,Аргентина
HKSB,HKSB,Samburu,Samburu,Samburu,Samburu,Кения,Кения
,,Uaxactun,Uaxactun,Uaxactun,Uaxactun,Гватемала,Гватемала
SBUR,SBUR,Uberaba,Uberaba,Uberaba,Uberaba,Бразилия,Бразилия
YMAA,YMAA,Mabuiag Island,Mabuiag Island,Mabuiag Island,Mabuiag Island,Австралия,Австралия
,,Buin,Buin,Buin,Buin,Папуа - Новая Гвинея,Папуа - Новая Гвинея
RJDC,RJDC,Ube,Ube,Ube,Ube,Япония,Япония
VTUU,VTUU,Muang Ubon,Muang Ubon,Ubon Ratchathni,Ubon Ratchathni,Таиланд,Таиланд
WAJU,WAJU,Ubrub,Ubrub,Ubrub,Ubrub,Индонезия,Индонезия
KUBS,KUBS,Lowndes County,Lowndes County,Columbus,Columbus,США,США
SDUB,SDUB,Ubatuba,Ubatuba,Ubatuba,Ubatuba,Бразилия,Бразилия
YKAL,YKAL,Kalumburu,Kalumburu,Kalumburu,Kalumburu,Австралия,Австралия
KUCA,KUCA,Oneida County,Oneida County,Utica,Utica,США,США
KUCC,KUCC,Yucca Flat,Yucca Flat,Yucca Flat,Yucca Flat,США,США
,,Eunice,Eunice,Eunice,Eunice,США,США
UKLC,UKLC,Lutsk,Lutsk,Lutsk,Lutsk,Украина,Украина
GLBU,GLBU,Buchanan,Buchanan,Buchanan,Buchanan,Либерия,Либерия
UUYH,UUYH,Ukhta,Ukhta,Ukhta,Ukhta,Россия,Россия
KUCY,KUCY,Everett-Stewart,Everett-Stewart,Union City,Union City,США,США
YUDA,YUDA,Undarra,Undarra,Undarra,Undarra,Австралия,Австралия
KUDD,KUDD,Bermuda Dunes,Bermuda Dunes,Palm Springs,Palm Springs,США,США
EHVK,EHVK,Volkel,Volkel,Uden,Uden,Нидерланды,Нидерланды
SBUL,SBUL,Eduardo Gomes,Eduardo Gomes,Uberlandia,Uberlandia,Бразилия,Бразилия
UKLU,UKLU,Uzhgorod,Uzhgorod,Uzhgorod,Uzhgorod,Украина,Украина
LIPD,LIPD,Airfield,Airfield,Udine,Udine,Италия,Италия
,,Udomxay,Udomxay,Udomxay,Udomxay,Лаос,Лаос
VAUD,VAUD,Dabok,Dabok,Udaipur,Udaipur,Индия,Индия
YQNS,YQNS,Queenstown,Queenstown,Queenstown,Queenstown,Австралия,Австралия
FQQL,FQQL,Quelimane,Quelimane,Quelimane,Quelimane,Мозамбик,Мозамбик
ROKJ,ROKJ,Kumejima,Kumejima,Kumejima,Kumejima,Япония,Япония
ZWWW,ZWWW,Puertollano,Puertollano,Puertollano,Puertollano,Испания,Испания
KUES,KUES,Waukesha,Waukesha,Waukesha,Waukesha,США,США
OPQT,OPQT,Quetta,Quetta,Quetta,Quetta,Пакистан,Пакистан
UWUU,UWUU,Ufa,Ufa,Ufa,Ufa,Россия,Россия
ZMBN,ZMBN,Bulgan,Bulgan,Bulgan,Bulgan,Монголия,Монголия
KUGB,KUGB,Ugashik Bay,Ugashik Bay,Pilot Point,Pilot Point,США,США
UTNU,UTNU,Urgench,Urgench,Urgench,Urgench,Узбекистан,Узбекистан
ZMUB,ZMUB,Uganik,Uganik,Uganik,Uganik,США,США
KUGN,KUGN,Memorial,Memorial,Waukegan,Waukegan,США,США
FNUG,FNUG,Uige,Uige,Uige,Uige,Ангола,Ангола
,,Ugashik,Ugashik,Ugashik,Ugashik,США,США
UUYH,UUYH,Umnugobitour,Umnugobitour,Umnugobitour,Umnugobitour,Монголия,Монголия
,,Zugapa,Zugapa,Zugapa,Zugapa,Турция,Турция
LKKU,LKKU,Kunovice,Kunovice,Uherske Hradiste,Uherske Hradiste,Чехия,Чехия
,,RAF Station,RAF Station,Upper Heyford,Upper Heyford,Великобритания,Великобритания
SKUI,SKUI,Quibdo,Quibdo,Quibdo,Quibdo,Колумбия,Колумбия
VVPC,VVPC,Qui Nhon,Qui Nhon,Qui Nhon,Qui Nhon,Вьетнам,Вьетнам
MHUT,MHUT,Utila,Utila,Utila,Utila,Гондурас,Гондурас
UIBS,UIBS,Ust-Ilimsk,Ust-Ilimsk,Ust-Ilimsk,Ust-Ilimsk,Россия,Россия
KUIL,KUIL,Quillayute State,Quillayute State,Quillayute,Quillayute,США,США
KUIN,KUIN,Municipal,Municipal,Quincy,Quincy,США,США
SEQU,SEQU,Mariscal Sucre,Mariscal Sucre,Quito,Quito,Эквадор,Эквадор
LFRQ,LFRQ,Pluguffan,Pluguffan,Quimper,Quimper,Франция,Франция
NVVQ,NVVQ,Quine Hill,Quine Hill,Quine Hill,Quine Hill,Вануату,Вануату
YQDI,YQDI,Quirindi,Quirindi,Quirindi,Quirindi,Австралия,Австралия
,,Jaluit Island,Jaluit Island,Jaluit Island,Jaluit Island,Маршалловы острова,Маршалловы острова
KUIZ,KUIZ,Berz-Macomb,Berz-Macomb,Utica,Utica,Тунис,Тунис
UJAP,UJAP,Ujae Island,Ujae Island,Ujae Island,Ujae Island,Маршалловы острова,Маршалловы острова
HKKA,HKKA,Ukunda,Ukunda,Ukunda,Ukunda,Кения,Кения
RJBE,RJBE,Kobe,Kobe,Kobe,Kobe,Япония,Япония
KUKI,KUKI,Ukiah,Ukiah,Ukiah,Ukiah,США,США
UASK,UASK,Ust-kamenogorsk,Ust-kamenogorsk,Ust-kamenogorsk,Ust-kamenogorsk,Казахстан,Казахстан
,,Municipal,Municipal,Waukon,Waukon,США,США
OYMK,OYMK,Mukeiras,Mukeiras,Mukeiras,Mukeiras,Йемен,Йемен
,,Belbek,Belbek,Sevastopol,Sevastopol,Украина,Украина
KUKT,KUKT,Upper Bucks,Upper Bucks,Quakertown,Quakertown,США,США
,,Nuku,Nuku,Nuku,Nuku,Папуа - Новая Гвинея,Папуа - Новая Гвинея
UITT,UITT,Ust-Kut,Ust-Kut,Ust-Kut,Ust-Kut,Россия,Россия
,,Kansai,Kansai,Kyoto,Kyoto,Япония,Япония
SAWJ,SAWJ,San Julian,San Julian,San Julian,San Julian,Аргентина,Аргентина
NVSU,NVSU,Ulei,Ulei,Ulei,Ulei,Вануату,Вануату
SCTI,SCTI,Los Cerrillos,Los Cerrillos,Santiago,Santiago,Чили,Чили
FAUL,FAUL,Ulundi,Ulundi,Ulundi,Ulundi,ЮАР,ЮАР
,,Sule,Sule,Sule,Sule,Папуа - Новая Гвинея,Папуа - Новая Гвинея
ZMUL,ZMUL,Ulgit,Ulgit,Ulgit,Ulgit,Монголия,Монголия
,,Ulithi,Ulithi,Ulithi,Ulithi,Федеративные Штаты Микронезии,Федеративные Штаты Микронезии
,,Mull,Mull,Mull,Mull,Великобритания,Великобритания
KULM,KULM,New Ulm,New Ulm,New Ulm,New Ulm,США,США
ZMUB,ZMUB,Chinggis Khaan International,Chinggis Khaan International,Ulaanbaatar,Ulaanbaatar,Монголия,Монголия
ZMUG,ZMUG,Ulaangom,Ulaangom,Ulaangom,Ulaangom,Монголия,Монголия
YQLP,YQLP,Quilpie,Quilpie,Quilpie,Quilpie,Австралия,Австралия
SKUL,SKUL,Farfan,Farfan,Tulua,Tulua,Колумбия,Колумбия
,,Mulatos,Mulatos,Mulatos,Mulatos,Колумбия,Колумбия
HUGU,HUGU,Gulu,Gulu,Gulu,Gulu,Уганда,Уганда
,,Ulusaba,Ulusaba,Ulusaba,Ulusaba,ЮАР,ЮАР
UWLW,UWLW,Vostochny,Vostochny,Ulyanovsk,Ulyanovsk,Россия,Россия
,,Uliastai,Uliastai,Uliastai,Uliastai,Монголия,Монголия
MUMA,MUMA,Punta De Maisi,Punta De Maisi,Punta De Maisi,Punta De Maisi,Куба,Куба
OMUQ,OMUQ,North Shore,North Shore,Umnak Island,Umnak Island,США,США
,,Umba,Umba,Umba,Umba,Папуа - Новая Гвинея,Папуа - Новая Гвинея
BGUM,BGUM,Uummannaq,Uummannaq,Uummannaq,Uummannaq,Дания,Дания
ESNU,ESNU,Umea,Umea,Umea,Umea,Швеция,Швеция
SPIL,SPIL,Quincemil,Quincemil,Quincemil,Quincemil,Перу,Перу
PAST,PAST,Summit,Summit,Summit,Summit,США,США
YPWR,YPWR,Woomera,Woomera,Woomera,Woomera,Австралия,Австралия
PAUM,PAUM,Umiat,Umiat,Umiat,Umiat,США,США
SSUM,SSUM,Ernesto Geisel,Ernesto Geisel,Umuarama,Umuarama,Бразилия,Бразилия
UKHS,UKHS,Sumy,Sumy,Sumy,Sumy,Украина,Украина
SBTC,SBTC,Una,Una,Una,Una,Бразилия,Бразилия
,,Unguia,Unguia,Unguia,Unguia,Колумбия,Колумбия
OAUZ,OAUZ,Kunduz,Kunduz,Kunduz,Kunduz,Афганистан,Афганистан
FXQN,FXQN,Qachas Nek,Qachas Nek,Qachas Nek,Qachas Nek,Лесото,Лесото
AYKI,AYKI,Kiunga,Kiunga,Kiunga,Kiunga,Папуа - Новая Гвинея,Папуа - Новая Гвинея
TVSU,TVSU,Union Island,Union Island,Union Island,Union Island,Сент-Винсент и Гренадины,Сент-Винсент и Гренадины
PAUN,PAUN,Unalakleet,Unalakleet,Unalakleet,Unalakleet,США,США
VTSR,VTSR,Ranong,Ranong,Ranong,Ranong,Таиланд,Таиланд
ZMUH,ZMUH,Underkhaan,Underkhaan,Underkhaan,Underkhaan,Монголия,Монголия
ZMUH,ZMUH,Umnak,Umnak,Umnak Island,Umnak Island,США,США
EGPW,EGPW,Baltasound,Baltasound,Unst Shetland Is,Unst Shetland Is,Великобритания,Великобритания
KUNU,KUNU,Dodge County,Dodge County,Juneau,  WI,Juneau,  WI,США,США
,,Buol,Buol,Buol,Buol,Индонезия,Индонезия
,,Muong Sai,Muong Sai,Muong Sai,Muong Sai,Лаос,Лаос
KUOS,KUOS,Franklin County,Franklin County,Sewanee,Sewanee,США,США
KUOX,KUOX,University-Oxford,University-Oxford,Oxford,Oxford,США,США
MUPA,MUPA,Punta Alegre,Punta Alegre,Punta Alegre,Punta Alegre,Куба,Куба
UWUU,UWUU,Playa Baracoa,Playa Baracoa,Havana,Havana,Куба,Куба
,,Puerto La Cruz,Puerto La Cruz,Puerto La Cruz,Puerto La Cruz,Испания,Испания
,,Pforheim,Pforheim,Pforheim,Pforheim,Германия,Германия
WAAA,WAAA,Hasanudin,Hasanudin,Ujung Pandang,Ujung Pandang,Индонезия,Индонезия
MRUP,MRUP,Upala,Upala,Upala,Upala,Коста-Рика,Коста-Рика
MMPN,MMPN,Uruapan,Uruapan,Uruapan,Uruapan,Мексика,Мексика
PHUP,PHUP,Upolu Point,Upolu Point,Upolu Point,Upolu Point,США,США
,,Upiara,Upiara,Upiara,Upiara,Папуа - Новая Гвинея,Папуа - Новая Гвинея
EGDJ,EGDJ,Upavon,Upavon,Upavon,Upavon,Великобритания,Великобритания
ZMUB,ZMUB,Queen,Queen,Queen,Queen,США,США
UARR,UARR,Uralsk,Uralsk,Uralsk,Uralsk,Казахстан,Казахстан
SBUP,SBUP,Ernesto Pochler,Ernesto Pochler,Urubupunga,Urubupunga,Бразилия,Бразилия
ZWWW,ZWWW,Urumqi,Urumqi,Urumqi,Urumqi,Китай,Китай
,,Burg Feuerstein,Burg Feuerstein,Burg Feuerstein,Burg Feuerstein,Германия,Германия
EEKE,EEKE,Kuressaare,Kuressaare,Kuressaare,Kuressaare,Эстония,Эстония
SBUG,SBUG,Ruben Berta,Ruben Berta,Uruguaiana,Uruguaiana,Бразилия,Бразилия
,,Uribe,Uribe,Uribe,Uribe,Колумбия,Колумбия
USHU,USHU,Uraj,Uraj,Uraj,Uraj,Россия,Россия
SVUM,SVUM,Uriman,Uriman,Uriman,Uriman,Венесуэла,Венесуэла
OAOG,OAOG,Urgoon,Urgoon,Urgoon,Urgoon,Афганистан,Афганистан
LFOP,LFOP,Boos,Boos,Rouen,Rouen,Франция,Франция
SKUR,SKUR,Urrao,Urrao,Urrao,Urrao,Колумбия,Колумбия
UUOK,UUOK,Kursk,Kursk,Kursk,Kursk,Россия,Россия
VTSB,VTSB,Surat Thani,Surat Thani,Surat Thani,Surat Thani,Таиланд,Таиланд
AGAT,AGAT,Uroubi,Uroubi,Uroubi,Uroubi,Папуа - Новая Гвинея,Папуа - Новая Гвинея
OEGT,OEGT,Gurayat,Gurayat,Gurayat,Gurayat,Саудовская Аравия,Саудовская Аравия
OARG,OARG,Uruzgan,Uruzgan,Uruzgan,Uruzgan,Афганистан,Афганистан
SAWH,SAWH,Islas Malvinas,Islas Malvinas,Ushuaia,Ushuaia,Аргентина,Аргентина
SYMB,SYMB,Mabaruma,Mabaruma,Mabaruma,Mabaruma,Гайана,Гайана
UUYS,UUYS,Usinsk,Usinsk,Usinsk,Usinsk,Россия,Россия
YUSL,YUSL,Useless Loop,Useless Loop,Useless Loop,Useless Loop,Австралия,Австралия
VTSM,VTSM,Koh Samui,Koh Samui,Koh Samui,Koh Samui,Таиланд,Таиланд
RKPU,RKPU,Ulsan,Ulsan,Ulsan,Ulsan,Республика Корея,Республика Корея
,,Usino,Usino,Usino,Usino,Папуа - Новая Гвинея,Папуа - Новая Гвинея
LTBO,LTBO,Usak,Usak,Usak,Usak,Турция,Турция
